created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader,
Sat Apr 22 03:04:16 +0000 2023,Tugu Jogja Tempat Wisata Sekaligus Landmark Kota Yogyakarta - https://t.co/CiM99JrarB https://t.co/x1le8HGNIp,https://pbs.twimg.com/media/FuSXlnzagAEZtI3.jpg,in,contact  idbcpr@gmail.com,idbcpr,tugu jogja tempat wisata sekaligus landmark kota yogyakarta - https://t.co/cim99jrarb https://t.co/x1le8hgnip,tugu jogja tempat wisata sekaligus landmark kota yogyakarta,tugu jogja,-7.782922,110.367076,visit jogja,tugu jogja tempat wisata sekaligus landmark kota yogyakarta,tugu jogja tempat wisata sekaligus landmark kota yogyakarta,"['tugu', 'jogja', 'tempat', 'wisata', 'sekaligus', 'landmark', 'kota', 'yogyakarta']",tugu jogja tempat wisata sekaligus landmark kota yogyakarta,Tugu Jogja tourist attractions as well as landmarks of Yogyakarta City,0.5994,Positive,
Thu Jan 26 15:15:38 +0000 2023,Tulisan Spot Foto disambung dg Lalisa Jogja disana bnyk spot Foto. Spot foto di tempat wisata untuk memberikan pengunjung t4 u/ mengabadikan momen selain itu promo gratis terus datang. #Lalisa #LalisaJogja #SpotFoto #Wisata #Jogja #Foto https://t.co/lKjmxbvOYY,,in,Sedayu,suharjo,tulisan spot foto disambung dg lalisa jogja disana bnyk spot foto. spot foto di tempat wisata untuk memberikan pengunjung t4 u/ mengabadikan momen selain itu promo gratis terus datang. #lalisa #lalisajogja #spotfoto #wisata #jogja #foto https://t.co/lkjmxbvoyy,tulisan spot foto disambung dg lalisa jogja disana bnyk spot foto spot foto di tempat wisata untuk memberikan pengunjung t u mengabadikan momen selain itu promo gratis terus datang,lalisa,-7.820276,110.241104,dinpar diy 2023,tulisan spot foto disambung dg lalisa jogja disana banyak spot foto spot foto di tempat wisata untuk memberikan pengunjung t u mengabadikan momen selain itu promo gratis terus datang,tulisan spot foto disambung dg lalisa jogja disana bnyk spot foto spot foto tempat wisata memberikan pengunjung t u mengabadikan momen itu promo gratis terus datang,"['tulisan', 'spot', 'foto', 'disambung', 'dg', 'lalisa', 'jogja', 'disana', 'bnyk', 'spot', 'foto', 'spot', 'foto', 'tempat', 'wisata', 'memberikan', 'pengunjung', 't', 'u', 'mengabadikan', 'momen', 'itu', 'promo', 'gratis', 'terus', 'datang']",tulis spot foto sambung dg lalisa jogja sana bnyk spot foto spot foto tempat wisata beri unjung t u abadi momen itu promo gratis terus datang,writing spot photo connecting in lalisa jogja there many spot photos spot photos of tourist attractions give me a moment of the moment that the free promo continues to come,0.7269,Positive,
Fri Dec 01 13:21:25 +0000 2023,1) Tumpeng Menoreh Terletak di Kulon Progo sekitar 1 jam perjalanan dari kota Jogja. Menawarkan pemandangan gunung Merapi Merbabu Sindoro sambil menikmati beragam hidangan tradisional. Best time ke sini adalah saat pagi hari terutama sunrise. https://t.co/uuMBHeIT3F,https://pbs.twimg.com/media/GAQ-1q1aAAA7i9q.jpg,in,Yogyakarta,joglowisata,1) tumpeng menoreh terletak di kulon progo sekitar 1 jam perjalanan dari kota jogja. menawarkan pemandangan gunung merapi merbabu sindoro sambil menikmati beragam hidangan tradisional. best time ke sini adalah saat pagi hari terutama sunrise. https://t.co/uumbheit3f,tumpeng menoreh terletak di kulon progo sekitar  jam perjalanan dari kota jogja menawarkan pemandangan gunung merapi merbabu sindoro sambil menikmati beragam hidangan tradisional best time ke sini adalah saat pagi hari terutama sunrise,gunung merapi,-7.540716,110.445723,visit jogja,tumpeng menoreh terletak di kulon progo sekitar  jam perjalanan dari kota jogja menawarkan pemandangan gunung merapi merbabu sindoro sambil menikmati beragam hidangan tradisional best time ke sini adalah saat pagi hari terutama sunrise,tumpeng menoreh terletak kulon progo  jam perjalanan kota jogja menawarkan pemandangan gunung merapi merbabu sindoro menikmati beragam hidangan tradisional best time sini saat pagi hari terutama sunrise,"['tumpeng', 'menoreh', 'terletak', 'kulon', 'progo', 'jam', 'perjalanan', 'kota', 'jogja', 'menawarkan', 'pemandangan', 'gunung', 'merapi', 'merbabu', 'sindoro', 'menikmati', 'beragam', 'hidangan', 'tradisional', 'best', 'time', 'sini', 'saat', 'pagi', 'hari', 'terutama', 'sunrise']",tumpeng toreh letak kulon progo jam jalan kota jogja tawar pandang gunung merapi merbabu sindoro nikmat agam hidang tradisional best time sini saat pagi hari utama sunrise,Tumpeng Toreh Location Kulon Progo Jalan Jogja City of Tawar Mount Merapi Merbabu Merbabu Sindoro Nikmat Agam Hidang Traditional Best Time Here in the Main Magi Main Sunrise,0.6369,Positive,
Wed Jul 05 07:32:10 +0000 2023,Tuntut Transparansi Relokasi Pedagang Teras Malioboro 2 Geruduk Kantor UPT Cagar Budaya #RelokasiTerasMalioboro2 #RelokasiPedagangMalioboro #PedagangTerasMalioboro2 #TerasMalioboro2 https://t.co/hRVwdpXdTx,,in,Yogyakarta,republikajogja,tuntut transparansi relokasi pedagang teras malioboro 2 geruduk kantor upt cagar budaya #relokasiterasmalioboro2 #relokasipedagangmalioboro #pedagangterasmalioboro2 #terasmalioboro2 https://t.co/hrvwdpxdtx,tuntut transparansi relokasi pedagang teras malioboro  geruduk kantor upt cagar budaya,malioboro,-7.792646,110.365871,dinpar diy 2023,tuntut transparansi relokasi pedagang teras malioboro  geruduk kantor upt cagar budaya,tuntut transparansi relokasi pedagang teras malioboro  geruduk kantor upt cagar budaya,"['tuntut', 'transparansi', 'relokasi', 'pedagang', 'teras', 'malioboro', 'geruduk', 'kantor', 'upt', 'cagar', 'budaya']",tuntut transparansi relokasi dagang teras malioboro geruduk kantor upt cagar budaya,demands transparency of trading relocation of Teras Malioboro Geruduk Office UPT Cultural Heritage,0,Neutral,
Mon Feb 20 09:18:02 +0000 2023,Turis Asal Prancis Terseret Gelombang di Pantai Parangtritis https://t.co/9OAvi82HDb,,in,"Yogyakarta, Indonesia",IDNTimesJogja,turis asal prancis terseret gelombang di pantai parangtritis https://t.co/9oavi82hdb,turis asal prancis terseret gelombang di pantai parangtritis,pantai parangtritis,-8.024608,110.329804,visit jogja,turis asal prancis terseret gelombang di pantai parangtritis,turis asal prancis terseret gelombang pantai parangtritis,"['turis', 'asal', 'prancis', 'terseret', 'gelombang', 'pantai', 'parangtritis']",turis asal prancis seret gelombang pantai parangtritis,French tourists drag the waves of Parangtritis beach,-0.2263,Negative,
Tue Apr 04 22:23:21 +0000 2023,turns out jogja ramah &amp; berhati nyaman tuh cuma di bagian romanticize orang2 liburan yg 2 hari nginep trus mainnya cuman ke alkid sm malioboro ,,in,,holaakei,turns out jogja ramah &amp; berhati nyaman tuh cuma di bagian romanticize orang2 liburan yg 2 hari nginep trus mainnya cuman ke alkid sm malioboro ,turns out jogja ramah amp berhati nyaman tuh cuma di bagian romanticize orang liburan yg  hari nginep trus mainnya cuman ke alkid sm malioboro,malioboro,-7.792646,110.365871,dinpar diy 2023,turns out jogja ramah amp berhati nyaman tuh cuma di bagian romanticize orang liburan yang  hari nginep trus mainnya cuman ke alkid sm malioboro,turns out jogja ramah amp berhati nyaman tuh cuma bagian romanticize orang liburan yg  hari nginep trus mainnya cuman alkid sm malioboro,"['turns', 'out', 'jogja', 'ramah', 'amp', 'berhati', 'nyaman', 'tuh', 'cuma', 'bagian', 'romanticize', 'orang', 'liburan', 'yg', 'hari', 'nginep', 'trus', 'mainnya', 'cuman', 'alkid', 'sm', 'malioboro']",turns out jogja ramah amp hati nyaman tuh cuma bagi romanticize orang libur yg hari nginep trus main cuman alkid sm malioboro,turn out jogja friendly amp comfortable hearts only for the romanticize of the holidays who stay the day then play only alkid sm malioboro,0.9559,Positive,
Fri Dec 22 22:53:23 +0000 2023,@BenaAji @Metro_TV Kayaknya gak bisa deh wisata Jogja itu dipisahkan antara kota dan Provinsi secara keseluruhan wisata Jogja itu kalo kita mau ke pantai Parangtritis ya itu di Bantul ada pantai di Gunung Kidul mau ke Kaliurang Merapi itu Sleman mau keraton kota nya lah piye?,,in,Kota Depok,mamanjunaedi,@benaaji @metro_tv kayaknya gak bisa deh wisata jogja itu dipisahkan antara kota dan provinsi secara keseluruhan wisata jogja itu kalo kita mau ke pantai parangtritis ya itu di bantul ada pantai di gunung kidul mau ke kaliurang merapi itu sleman mau keraton kota nya lah piye?,tv kayaknya gak bisa deh wisata jogja itu dipisahkan antara kota dan provinsi secara keseluruhan wisata jogja itu kalo kita mau ke pantai parangtritis ya itu di bantul ada pantai di gunung kidul mau ke kaliurang merapi itu sleman mau keraton kota nya lah piye,pantai parangtritis,-8.024608,110.329804,visit jogja,tv kayaknya gak bisa deh wisata jogja itu dipisahkan antara kota dan provinsi secara keseluruhan wisata jogja itu kalo kita mau ke pantai parangtritis ya itu di bantul ada pantai di gunung kidul mau ke kaliurang merapi itu sleman mau keraton kota nya lah piye,tv kayaknya gak deh wisata jogja dipisahkan kota provinsi keseluruhan wisata jogja kalo mau pantai parangtritis bantul pantai gunung kidul mau kaliurang merapi itu sleman mau keraton kota nya lah piye,"['tv', 'kayaknya', 'gak', 'deh', 'wisata', 'jogja', 'dipisahkan', 'kota', 'provinsi', 'keseluruhan', 'wisata', 'jogja', 'kalo', 'mau', 'pantai', 'parangtritis', 'bantul', 'pantai', 'gunung', 'kidul', 'mau', 'kaliurang', 'merapi', 'itu', 'sleman', 'mau', 'keraton', 'kota', 'nya', 'lah', 'piye']",tv kayak gak deh wisata jogja pisah kota provinsi seluruh wisata jogja kalo mau pantai parangtritis bantul pantai gunung kidul mau kaliurang merapi itu sleman mau keraton kota nya lah piye,"TVs like Jogja Tourism Separation of the provincial city of all Jogja tourism if you want Parangtritis Bantul Beach, Gunung Kidul Beach, Kaliurang Merapi, Sleman, I want the city palace",0.4767,Positive,
Wed Aug 02 05:49:33 +0000 2023,@gibran_tweet A Bertahun2x Solo seolah tdk pny kebun binatang yang layak masy Solo jk ingin melihat hewan harus k Gembira Loka jogja.. Dengan Solo Safari smoga warga solo tdk perlu pergi jauh lg karena Solo Safari menawarkan pengalaman melihat hewan yg lebih asyik!,,in,Jakarta Indonesia,LoketBioskop,@gibran_tweet a bertahun2x solo seolah tdk pny kebun binatang yang layak masy solo jk ingin melihat hewan harus k gembira loka jogja.. dengan solo safari smoga warga solo tdk perlu pergi jauh lg karena solo safari menawarkan pengalaman melihat hewan yg lebih asyik!,tweet a bertahunx solo seolah tdk pny kebun binatang yang layak masy solo jk ingin melihat hewan harus k gembira loka jogja dengan solo safari smoga warga solo tdk perlu pergi jauh lg karena solo safari menawarkan pengalaman melihat hewan yg lebih asyik,gembira loka,-7.804134,110.397988,visit jogja,tweet a bertahunx solo seolah tdk pny kebun binatang yang layak masy solo jk ingin melihat hewan harus k gembira loka jogja dengan solo safari smoga warga solo tdk perlu pergi jauh lagi karena solo safari menawarkan pengalaman melihat hewan yang lebih asyik,tweet a bertahunx solo tdk pny kebun binatang layak masy solo jk melihat hewan k gembira loka jogja solo safari smoga warga solo tdk perlu pergi jauh lg solo safari menawarkan pengalaman melihat hewan yg lebih asyik,"['tweet', 'a', 'bertahunx', 'solo', 'tdk', 'pny', 'kebun', 'binatang', 'layak', 'masy', 'solo', 'jk', 'melihat', 'hewan', 'k', 'gembira', 'loka', 'jogja', 'solo', 'safari', 'smoga', 'warga', 'solo', 'tdk', 'perlu', 'pergi', 'jauh', 'lg', 'solo', 'safari', 'menawarkan', 'pengalaman', 'melihat', 'hewan', 'yg', 'lebih', 'asyik']",tweet a bertahunx solo tdk pny kebun binatang layak masy solo jk lihat hewan k gembira loka jogja solo safari smoga warga solo tdk perlu pergi jauh lg solo safari tawar alam lihat hewan yg lebih asyik,Tweet A Solo has no zoo. Solo people are worthy,0.1779,Positive,
Tue Dec 26 06:43:54 +0000 2023,@gibran_tweet Ini yg katanya jumlah wisatawn solo lbh banyak dari jogja awokawok kebun binatang gembira loka rameny audah kayak pasar bubrah,,in,,Astriany18,@gibran_tweet ini yg katanya jumlah wisatawn solo lbh banyak dari jogja awokawok kebun binatang gembira loka rameny audah kayak pasar bubrah,tweet ini yg katanya jumlah wisatawn solo lbh banyak dari jogja awokawok kebun binatang gembira loka rameny audah kayak pasar bubrah,gembira loka,-7.804134,110.397988,visit jogja,tweet ini yang katanya jumlah wisatawn solo lbh banyak dari jogja awokawok kebun binatang gembira loka rameny audah kayak pasar bubrah,tweet yg katanya jumlah wisatawn solo lbh banyak jogja awokawok kebun binatang gembira loka rameny audah kayak pasar bubrah,"['tweet', 'yg', 'katanya', 'jumlah', 'wisatawn', 'solo', 'lbh', 'banyak', 'jogja', 'awokawok', 'kebun', 'binatang', 'gembira', 'loka', 'rameny', 'audah', 'kayak', 'pasar', 'bubrah']",tweet yg kata jumlah wisatawn solo lbh banyak jogja awokawok kebun binatang gembira loka rameny audah kayak pasar bubrah,Tweet that the number of Solo tourists say is more Jogja Awokawok Gembira Loka Ralyeny Zoo like the Bubrah Market,0.4215,Positive,
Sun Apr 16 11:02:52 +0000 2023,@gibran_tweet jadi inget waktu di jogja dari gunung kidul ke malioboro bolak balik jam 12 malem. sepanjang jalan ketar ketir takut ada yg beginian. udh gitu cuma pake beat doang lagi.,,in,"Jakarta Timur, DKI Jakarta",Indomartpiont,@gibran_tweet jadi inget waktu di jogja dari gunung kidul ke malioboro bolak balik jam 12 malem. sepanjang jalan ketar ketir takut ada yg beginian. udh gitu cuma pake beat doang lagi.,tweet jadi inget waktu di jogja dari gunung kidul ke malioboro bolak balik jam  malem sepanjang jalan ketar ketir takut ada yg beginian udh gitu cuma pake beat doang lagi,malioboro,-7.792646,110.365871,dinpar diy 2023,tweet jadi inget waktu di jogja dari gunung kidul ke malioboro bolak balik jam  malem sepanjang jalan ketar ketir takut ada yang beginian sudah gitu cuma pake beat doang lagi,tweet jadi inget waktu jogja gunung kidul malioboro bolak balik jam  malem sepanjang jalan ketar ketir takut yg beginian udh gitu cuma pake beat doang,"['tweet', 'jadi', 'inget', 'waktu', 'jogja', 'gunung', 'kidul', 'malioboro', 'bolak', 'balik', 'jam', 'malem', 'sepanjang', 'jalan', 'ketar', 'ketir', 'takut', 'yg', 'beginian', 'udh', 'gitu', 'cuma', 'pake', 'beat', 'doang']",tweet jadi inget waktu jogja gunung kidul malioboro bolak balik jam malem panjang jalan ketar tir takut yg begini udh gitu cuma pake beat doang,Tweet so remember the time of the jogga of the Mount Kidul Malioboro back and forth the long time of the road.,0,Neutral,
Mon May 01 22:41:17 +0000 2023,@DellaPerdana2 @ipiinza @gibran_tweet @humas_jogja Sampeyan pas nyekar po ? Arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh pengunjung nganti kebun teh nglinggo we rame,,in,,DANGERRADIATI0N,@dellaperdana2 @ipiinza @gibran_tweet @humas_jogja sampeyan pas nyekar po ? arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh pengunjung nganti kebun teh nglinggo we rame,tweet jogja sampeyan pas nyekar po  arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh pengunjung nganti kebun teh nglinggo we rame,kebun teh nglinggo,-7.646285,110.143819,dinpar diy 2023,tweet jogja sampeyan pas nyekar po  arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh pengunjung nganti kebun teh nglinggo we rame,tweet jogja sampeyan pas nyekar po  arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh pengunjung nganti kebun teh nglinggo we rame,"['tweet', 'jogja', 'sampeyan', 'pas', 'nyekar', 'po', 'arah', 'jln', 'paris', 'macet', 'arah', 'wonosari', 'macet', 'arah', 'prambanan', 'macet', 'breksi', 'akeh', 'pengunjung', 'nganti', 'kebun', 'teh', 'nglinggo', 'we', 'rame']",tweet jogja sampeyan pas nyekar po arah jln paris macet arah wonosari macet arah prambanan macet breksi akeh unjung nganti kebun teh nglinggo we rame,Tweet Jogja Sampeyan Pas Nyekar Po in the direction of Jln Paris traffic jams in the direction of Wonosari traffic in the direction of Prambanan Breksi Akeh Uunjung Nganti Tea Nglingingo We Rame,-0.5574,Negative,
Mon Mar 20 16:58:47 +0000 2023,@gibran_tweet Mas... Umpomo disolo ada studio film seperti di Gamplong Jogja kayaknya bagus juga ya.... Industri film bakal buat film/ klip music disolo biar wisata solo smkin terangkat...seniman lokal bisa ikut andil bagian PH bermunculan budaya terangka,,in,AD-AB,godacoffe,@gibran_tweet mas... umpomo disolo ada studio film seperti di gamplong jogja kayaknya bagus juga ya.... industri film bakal buat film/ klip music disolo biar wisata solo smkin terangkat...seniman lokal bisa ikut andil bagian ph bermunculan budaya terangka,tweet mas umpomo disolo ada studio film seperti di gamplong jogja kayaknya bagus juga ya industri film bakal buat film klip music disolo biar wisata solo smkin terangkatseniman lokal bisa ikut andil bagian ph bermunculan budaya terangka,gamplong,-7.809642,110.234834,dinpar diy 2023,tweet mas umpomo disolo ada studio film seperti di gamplong jogja kayaknya bagus juga ya industri film bakal buat film klip music disolo biar wisata solo smkin terangkatseniman lokal bisa ikut andil bagian ph bermunculan budaya terangka,tweet mas umpomo disolo studio film di gamplong jogja kayaknya bagus ya industri film bakal buat film klip music disolo biar wisata solo smkin terangkatseniman lokal ikut andil bagian ph bermunculan budaya terangka,"['tweet', 'mas', 'umpomo', 'disolo', 'studio', 'film', 'di', 'gamplong', 'jogja', 'kayaknya', 'bagus', 'ya', 'industri', 'film', 'bakal', 'buat', 'film', 'klip', 'music', 'disolo', 'biar', 'wisata', 'solo', 'smkin', 'terangkatseniman', 'lokal', 'ikut', 'andil', 'bagian', 'ph', 'bermunculan', 'budaya', 'terangka']",tweet mas umpomo solo studio film di gamplong jogja kayak bagus ya industri film bakal buat film klip music solo biar wisata solo smkin terangkatseniman lokal ikut andil bagi ph muncul budaya angka,Tweet Mas Umpomo Solo Film Studio in Gamplong Jogja like good yes the film industry will make a Solo Music Clip Film so that the Solo Tourism will be lifted by local genres to take part in the pH of the cultural number of numbers emerges,0.8126,Positive,
Mon Sep 04 14:41:10 +0000 2023,Ubur-Ubur Menyerbu Pantai Samas https://t.co/e34VmlqN5d,,in,Jl Jend Sudirman 52 Yogyakarta,tribunjogja,ubur-ubur menyerbu pantai samas https://t.co/e34vmlqn5d,uburubur menyerbu pantai samas,pantai samas,-8.005454,110.26516,visit jogja,uburubur menyerbu pantai samas,uburubur menyerbu pantai samas,"['uburubur', 'menyerbu', 'pantai', 'samas']",uburubur serbu pantai samas,Samas Beach Swallow Uburubur,0,Neutral,
Thu Dec 07 10:53:41 +0000 2023,@traveloka Udah lama aku mau liburan ke Jogja mau ke Malioboro ke Pantai dan juga ke tempat wisata menarik lainnya di Yogyakarta makin seneng karena ada Traveloka Year End Sale #DontWorryNoRugi,,in,,imanuraini354,@traveloka udah lama aku mau liburan ke jogja mau ke malioboro ke pantai dan juga ke tempat wisata menarik lainnya di yogyakarta makin seneng karena ada traveloka year end sale #dontworrynorugi,udah lama aku mau liburan ke jogja mau ke malioboro ke pantai dan juga ke tempat wisata menarik lainnya di yogyakarta makin seneng karena ada traveloka year end sale,malioboro,-7.792646,110.365871,dinpar diy 2023,udah lama aku mau liburan ke jogja mau ke malioboro ke pantai dan juga ke tempat wisata menarik lainnya di yogyakarta makin seneng karena ada traveloka year end sale,udah lama aku mau liburan jogja mau malioboro pantai juga tempat wisata menarik lainnya yogyakarta makin seneng ada traveloka year end sale,"['udah', 'lama', 'aku', 'mau', 'liburan', 'jogja', 'mau', 'malioboro', 'pantai', 'juga', 'tempat', 'wisata', 'menarik', 'lainnya', 'yogyakarta', 'makin', 'seneng', 'ada', 'traveloka', 'year', 'end', 'sale']",udah lama aku mau libur jogja mau malioboro pantai juga tempat wisata tarik lain yogyakarta makin neng ada traveloka year end sale,"It's been a long time since I wanted to take a jogja holiday, I want to be Malioboro, the beach is also another attracted tourist attraction in Yogyakarta, there is a traveloka year end sale",0.8316,Positive,
